phase_cycle1,phase_cycle2,phase_cycle3,phase_cycle4,phase_cycle5,phase_cycle6,phase_cycle7,phase_cycle8,phase_cycle9,phase_cycle10,phase_cycle11,phase_cycle12,phase_cycle13,phase_cycle14,phase_cycle15,phase_cycle16,phase_cycle17,phase_cycle18,phase_cycle19,phase_cycle20,phase_cycle21,phase_cycle22,phase_cycle23,phase_cycle24,phase_cycle25,phase_cycle26,phase_cycle27,phase_cycle28,phase_cycle29,phase_cycle30,phase_cycle31,phase_cycle32,phase_cycle33,phase_cycle34,phase_cycle35,phase_cycle36,phase_cycle37,phase_cycle38,phase_cycle39,phase_cycle40,phase_cycle41,phase_cycle42,phase_cycle43,phase_cycle44,phase_cycle45,phase_cycle46,phase_cycle47,phase_cycle48,phase_cycle49,phase_cycle50,phase_cycle51,phase_cycle52,phase_cycle53,phase_cycle54,phase_cycle55,phase_cycle56,phase_cycle57,phase_cycle58,phase_cycle59,phase_cycle60,phase_cycle61,phase_cycle62,phase_cycle63,phase_cycle64,phase_cycle65,phase_cycle66,phase_cycle67,phase_cycle68,phase_cycle69,phase_cycle70,phase_cycle71,phase_cycle72,phase_cycle73,phase_cycle74,phase_cycle75,phase_cycle76,phase_cycle77,phase_cycle78,phase_cycle79,phase_cycle80,phase_cycle81,phase_cycle82,phase_cycle83,phase_cycle84,phase_cycle85,phase_cycle86,phase_cycle87,phase_cycle88,phase_cycle89,phase_cycle90,phase_cycle91,phase_cycle92,phase_cycle93,phase_cycle94,phase_cycle95,phase_cycle96,phase_cycle97,phase_cycle98,phase_cycle99,phase_cycle100
-126.819770117502,2.26795453590583,-47.274088768727,39.6256226276756,-176.221802292838,-163.128567615673,2.60256220249981,55.9111283842834,55.9111283842834,-10.3928921612954,,81.2538377374448,-144.174727291751,-144.174727291751,,6.74005609794695,45.6585431775636,-173.58539819266,-79.3210528034649,,105.901389934527,20.4495476107926,-70.1148348861446,-35.2175929681927,120.082352535491,-66.6611508203467,,28.416171568628,169.695153531234,91.9171345699624,97.2750049578893,97.2750049578893,-155.772254682046,-155.772254682046,135,57.4074185274007,120.131718641502,-33.146995832256,-92.683775159469,141.009005957495,141.009005957495,-51.4739559686723,163.74966196621,26.565051177078,64.2795428683416,-85.5328409386107,-168.622897826959,-168.622897826959,3.68062217303045,75.9637565320735,-74.7702671080915,-74.7702671080915,-8.8958569696633,82.6352537550174,-125.417055276467,-72.7045999471476,2.33051886797894,113.831900529448,113.831900529448,127.203008889765,-163.534085704917,173.361818707053,-56.0087747769668,-158.962488974578,-158.962488974578,-85.6222590712599,80.6432920124714,,-145.954062643398,86.9059419410829,86.9059419410829,-109.674098572251,-81.969773976139,25.6154843206422,122.568139371785,47.4895529219992,179.518534194162,,151.172159015783,46.1321802751313,102.686285405634,-66.4533996442277,171.74525147661,-29.6044507460049,-109.835925026706,61.4915263059139,46.4270018675147,-42.9974668681731,90.9920355659886,-33.5506620115,-70.144785630679,80.7666764907228,-20.0135667952201,-20.0135667952201,46.0341075448835,,-24.9992694308204,164.291362170984,-49.9697407281103,-30.9637565320735
-119.619439177695,6.46407431937684,-44.593653766691,44.5787150958314,-168.796565134771,-156.732295189943,11.198026796954,61.6992442339936,61.6992442339936,-4.74396594304046,,78.8869594640517,-142.076378177637,-142.076378177637,,13.6351127090173,53.130102354156,-167.660912721674,-71.3654151225536,,114.684804373268,27.6333801167415,-63.0723221489595,-29.2112922577281,126.995271142707,-62.7081914443803,,35.1270605062848,146.30993247402,98.5068175321314,103.212746878335,103.212746878335,-149.858614447925,-149.858614447925,143.801708323208,64.0195793436272,125.345022904344,-26.6705681471315,-88.95837332399,146.40059027734,146.40059027734,-47.1797559917415,168.789366871123,-131.18592516571,69.1747819576347,-77.8228918772692,-162.392369551893,-162.392369551893,12.5288077091515,-164.054604099077,-68.2574157286187,-68.2574157286187,-4.22721866532674,85.0136662287645,-115.98190816298,-68.1985905136482,8.46404566396268,120.640663455755,120.640663455755,131.31651361084,-156.571307191255,-176.702653632979,-48.8395963379535,-150.945395900923,-150.945395900923,-78.4215794278826,86.9059419410829,,-140.013113755036,93.4682292589172,93.4682292589172,-99.3193213913595,-76.2005146039806,32.34059321498,128.853374340353,52.6960517220166,-173.345574953993,,156.750206837325,52.7447105464229,109.219773425914,-61.2533074193705,178.602818972704,-23.4286928087454,-104.620873988632,64.7103399003604,54.3003786609991,-45,98.2924129100927,-25.7613554830916,-63.2170951978249,87.1798275275515,-14.8454520820838,-14.8454520820838,51.604835496754,,-15.3332847930536,165.801445976137,-42.2332115988305,-23.6820877245384
-114.443954780417,12.9741027292367,-35.6045339804331,50.7927964950322,-164.448014629618,-151.630953706721,14.786502458344,68.3310150378961,68.3310150378961,1.22933448647789,,90,-131.081751135933,-131.081751135933,,18.5183487341991,58.4957332807958,-160.101608713823,-67.4054088833654,,120.024565586338,32.5667648119044,-60.1010981613854,-23.3440109615775,133.475377226588,-56.9761324442034,,39.4945221420217,45,105.124007308311,109.588399274027,109.588399274027,-145.939091183192,-145.939091183192,147.08225527064,69.1110195025509,133.293821705553,-20.8435279024517,-81.869897645844,153.130186912501,153.130186912501,-39.841448219394,175.844786194415,-85.2363583092738,76.4190776450649,-72.9622322043744,-155.666123430953,-155.666123430953,16.667763039627,-159.443954780417,-63.434948822922,-63.434948822922,5.07960786001457,93.2601606378749,-111.674649119024,-60.9453959009229,14.3645824496972,126.49129668373,126.49129668373,139.289153328819,-152.609758029967,-174.386394970477,-43.8911878722401,-145.911128384283,-145.911128384283,-72.8769389595821,94.1538530869512,,-135.46962701969,108.434948822922,108.434948822922,-95.1397573789906,-71.0366465844245,37.438571572333,134.818109247503,60.133083148487,-167.471192290848,,164.962184096418,60.2551187030578,114.567171320601,-53.5645186425756,-176.514208816878,-17.9279197620072,-97.9893267663969,72.4367039454833,57.9946167919165,-28.5324532069973,104.454889938718,-22.4329909221254,-56.8614993533164,92.4895529219992,-5.50547785797835,-5.50547785797835,58.4310288706817,,-13.6097318958122,175.815083874882,-36.52018207315,-22.6805596070249
-108.814385524341,18.0939065440632,-31.2729034214502,58.2528495426089,-158.543444867437,-142.765166018425,21.7488445657663,73.6917686646184,73.6917686646184,6.44541803625969,,91.3971810272964,-129.053136946027,-129.053136946027,,26.4423623292389,63.8635875556241,-157.432990922125,-60.1010981613854,,126.674349669573,38.754747321323,-51.617987287987,-14.9487270807871,137.990344975165,-47.2605019111413,,47.0333156694144,30.9637565320735,109.880352364643,117.008336564363,117.008336564363,-136.974934010882,-136.974934010882,155.136303428248,76.4641436308658,137.156562674715,-15.8491544804975,-79.286876977209,158.818650499734,158.818650499734,-35.5705120459807,-178.732601014767,-125.217592968193,80.4857794551598,-66.0375110254218,-153.434948822922,-153.434948822922,25.3128838018741,-159.443954780417,-56.2241604130731,-56.2241604130731,8.3438915840331,96.995192297258,-104.580420397204,-56.0514570266654,20.1258460858724,132.510447078001,132.510447078001,144.023129712891,-143.953704627634,-165.848589291171,-37.0875443843995,-138.746162049604,-138.746162049604,-65.5560452195835,96.6544250460066,,-126.93876273229,102.094757077012,102.094757077012,-88.8308606720926,-64.5261650481846,45.1720588807279,141.884738087388,64.722277764447,-161.906093455937,,170.172275988837,65.1794586645109,121.393896945751,-47.304778138174,-171.127867007082,-22.8336541779175,-92.679973940108,75.7315560626267,66.2716089240475,-31.7014296695057,108.510636730696,-13.851419013805,-51.3401917459099,99.1447716537843,-3.43986969374602,-3.43986969374602,63.434948822922,,-4.14890369773435,177.662694140876,-31.6075022462489,-13.2010871757056
-100.619655276155,26.0855997782814,-25.1709600370414,62.5924245621816,-151.020292302071,-140.877392606643,28.786618310014,79.5874548244055,79.5874548244055,13.2127468783352,,94.8990924537878,-119.357753542791,-119.357753542791,,29.8810563929147,72.5701371823322,-146.962051397666,-53.8319086509693,,132.727550267217,46.0809241866607,-46.0050860052542,-11.0271323050607,145.967872182662,-46.4975877390175,,52.504732450612,21.8014094863518,117.582029207797,121.090610449182,121.090610449182,-134.215175397008,-134.215175397008,159.676863170337,80.661605023764,145.150648280267,-7.36805107162218,-71.565051177078,164.240477833107,164.240477833107,-27.7839264122093,-174.957548930829,-105.708637829016,88.4088597288054,-60.3269178879222,-143.008066799585,-143.008066799585,28.4791078109965,-154.179008025811,-51.9234489148105,-51.9234489148105,14.6098194297271,104.356775953457,-97.6604753344664,-50.5721978039638,28.7496619662096,139.365257735028,139.365257735028,149.962155254327,-140.585297974343,-160.871058179126,-30.9637565320735,-133.788487368209,-133.788487368209,-61.2999107168643,106.821409890041,,-120.906403418584,130.601294645005,130.601294645005,-82.5813499398865,-57.4543492981586,50.4083321574753,145.948221499621,72.4075754378184,-154.592281891052,,173.609504685353,71.867135088926,127.11686068327,-42.5997855391434,-163.191308373793,-10.304846468766,-84.4643934286431,83.6865694756439,71.2001148413474,-21.7210508019973,116.886934192477,-10.4125451755945,-45,104.574216198039,5.16524104499576,5.16524104499576,69.3410899366925,,-0.304761910421074,-174.644174957145,-22.4605840014967,-9.24611274556325
-97.5326014009474,30.0685828218625,-18.0542515714952,69.9903061113248,-147.804266065287,-133.090847567004,32.2132985508132,85.4735247209012,85.4735247209012,18.3598561011564,,110.854458039578,-117.194649785488,-117.194649785488,,38.7018756323703,77.2657092046524,-143.997143421065,-49.1636126200533,,138.283862287906,49.8738964222048,-40.8150838748816,-4.02826366648514,149.808377039042,-35.9892904531824,,59.9862666535449,33.111341960372,122.264755721111,129.483868804687,129.483868804687,-124.35433665504,-124.35433665504,166.335399619443,87.9268498511536,150.130200777048,-4.23639479905884,-65.5560452195835,172.957960826271,172.957960826271,-22.054257710403,-165.723271986197,-104.036243467926,92.4366482468101,-53.2463208144685,-141.292365563768,-141.292365563768,37.9650240895689,-134.118596003418,-45,-45,21.6102649760806,110.323136829663,-91.6459774975641,-43.9190758133393,32.0404050738399,145.689104671855,145.689104671855,155.931276698125,-131.891143203699,-154.393339011691,-26.3330857257798,-127.583086280862,-127.583086280862,-53.0732048758252,110.28920053777,,-115.329754108199,-33.6900675259798,-33.6900675259798,-77.2846630111052,-52.2969461539752,57.6041472837618,154.906651030166,77.6994611210019,-149.697319279512,,-178.041932570766,76.6839169508927,134.274775700941,-35.5083704904316,-160.497551493338,-15.9453959009229,-80.661605023764,89.0411643387505,79.0821146395686,-17.3540246362613,122.31961650818,-1.75852856043911,-38.5006537203454,111.095956206966,9.06650273981618,9.06650273981618,75.1818527491192,,5.62240062708972,-172.937397329584,-20.9557767306322,-3.53955916854995
-88.2791851663271,38.9430477946904,-13.353370207241,75.0685828218625,-138.179830119864,-124.875328344602,42.4937037180119,92.6686345693443,92.6686345693443,25.4841269904173,,100.007979801441,-107.336761672182,-107.336761672182,,42.4244174436837,84.0599627476994,-136.677639466153,-41.7107573215082,,144.162347045722,59.5186100091761,-33.0916999386824,1.74450984158891,157.700859776069,-32.5312717300449,,65.2414524742933,34.5922886875099,129.772979639857,133.567903815835,133.567903815835,-120.46554491946,-120.46554491946,170.6553280979,92.7263109939063,156.037511025422,3.92830722539768,-65.2248594311681,176.275942027252,176.275942027252,-16.2819860338216,-163.113208876056,-102.407418527401,100.045330369497,-48.034039646945,-131.586401725228,-131.586401725228,40.4546646912512,-140.042451069171,-37.8497098196924,-37.8497098196924,26.2039481041712,115.407718108948,-86.4438189057449,-37.8194645022799,41.3165136108395,150.740664533066,150.740664533066,161.883948326644,-128.269516065384,-148.455842978924,-18.1890456996513,-120.588734967243,-120.588734967243,-48.034039646945,115.996377250589,,-107.79598892393,-84.2894068625004,-84.2894068625004,-69.4092721094026,-45.5224394369587,62.5766492928905,159.202837720836,83.2901631922431,-145.256819841696,,-171.29262972848,83.9072283426639,139.42583403645,-30.2745172448203,-152.202971420282,-143.130102354156,-73.2060912019785,95.1281910418529,82.5813499398865,-7.96175089100809,128.437301491063,2.16561525290286,-33.5506620115,116.200114841347,15.6996685461346,15.6996685461346,81.2977762100532,,12.0947570770121,-161.565051177078,-11.8149752362232,1.73570458892839
-84.217607677636,41.8911432036987,-4.76364169072618,81.098283967108,-135.351503439873,-125.537677791974,43.6124842525568,97.6577096937139,97.6577096937139,29.9816393688493,,107.102728969052,-104.175142055253,-104.175142055253,,51.9810574068298,90.316548047273,-130.314100160497,-37.1168606832703,,149.962155254327,62.168172435182,-29.0546040990771,5.82072424552504,162.414514493073,-25.9977847672201,,70.801152716148,43.3634229583833,134.288287793964,143.181350801592,143.181350801592,-112.38013505196,-112.38013505196,176.947117485208,100.556744755718,162.50767547489,7.54652262443571,-74.0546040990772,-177.257388642518,-177.257388642518,-9.41828241691916,-155.616590226473,-91.2453642667684,104.328939667662,-41.9444065422471,-126.158185439808,-126.158185439808,50.7105931374996,-123.69006752598,-33.7711081784613,-33.7711081784613,32.8789845474142,122.167052585776,-78.7564588977868,-31.9384489166719,43.3082114317355,157.970548814259,157.970548814259,168.893003322628,-119.931511840508,-142.549421768263,-14.4066851564369,-115.473834951815,-115.473834951815,-41.7979794166779,122.675272565863,,-102.047030491205,-58.3924977537511,-58.3924977537511,-65.2248594311681,-40.3084284341732,69.1022345011612,165.774036101248,90,-136.101706115206,,-167.171217128545,88.9890029476696,146.527235273496,-26.1139126302907,-147.315018479274,-161.565051177078,-67.3801350519596,101.63363399894,90,-8.29714496983687,134.113139262528,10.238197666513,-26.1001868988165,122.408665091757,21.8556668370965,21.8556668370965,87.5889702533888,,17.3722484840924,-160.253163394574,-6.59287270759424,9.71325102494028
-76.9878024232676,49.3987053549955,-0.885946593854241,85.8403577062874,-127.522669693339,-113.428692808745,54.4007800410238,104.212718616779,104.212718616779,37.5830862808616,,-45,-97.4808861795237,-97.4808861795237,,55.0543355999944,94.6804436182533,-124.992020198559,-29.9315118405078,,156.370622269343,69.962789830807,-23.1208486624247,14.585168272743,168.400404778884,-19.1581390485828,,77.9885216136346,50.7927964950322,142.92692668269,145.954062643398,145.954062643398,-108.843225376947,-108.843225376947,-177.375779972218,106.013241670886,168.558956131233,15.4058400602389,180,-170.263011729597,-170.263011729597,-5.2658403117791,-148.376752829851,-92.4195092166564,111.383635164762,-35.9867956443573,-120.217273957384,-120.217273957384,52.3057595333108,-122.680554743363,-22.5978704080409,-22.5978704080409,38.6598082540901,128.707634436232,-75.4318481308456,-25.8910142790935,54.1470803848752,163.506537567992,163.506537567992,174.355377794214,-114.090153156161,-135.516164229765,-7.18853714273665,-110.415131141888,-110.415131141888,-35.5376777919744,129.889582438969,,-96.3401917459099,-56.3099324740202,-56.3099324740202,-57.9645086604192,-32.2979774958723,75.02167034912,172.524262614452,96.2118220290092,-133.636072468397,,-160.820991974189,94.522454146402,151.471950603725,-15.9797871209901,-141.905306298594,-147.994616791917,-62.2065725880415,107.65012421993,95.0079718920403,5.64054943215682,142.103581340731,16.0111774788085,-21.2770867065777,128.618439467407,28.0891912442756,28.0891912442756,93.53955916855,,24.3410899366925,-151.606980578617,-0.822370979998181,11.1130405359483
-71.7207458468758,55.1378038530851,5.48129659469735,92.9356734464212,-121.301282992916,-110.282559088917,56.9293221772383,109.637833051069,109.637833051069,42.0598997762166,,-15.9453959009229,-90,-90,,63.6846020556469,101.689369175439,-117.439727948199,-23.6113771721812,,160.918885571046,76.2637316943774,-16.2323506611562,17.6884662482328,175.309315544265,-15.2104262164021,,81.179620447979,52.3737663613302,146.738571206722,154.368402349586,154.368402349586,-98.9239884436314,-98.9239884436314,-170.821920999838,112.324426970814,174.187517616887,19.4400348281762,167.471192290848,-166.126297314515,-166.126297314515,2.68796896560357,-143.130102354156,-80.2475750583462,116.96571443287,-30.8639382018529,-113.820948305207,-113.820948305207,60.851928154287,-116.221966777554,-22.1263348093733,-22.1263348093733,44.8031080619281,134.584820458855,-67.5838525206564,-19.115851327941,57.0776691623642,167.341490691202,167.341490691202,-179.660975675549,-107.660728657994,-130.840357706287,0,-101.788183299108,-101.788183299108,-31.4568233575552,133.167160494058,,-90.3515034398734,-42.2736890060937,-42.2736890060937,-52.0999196446316,-28.8107937429731,80.0493733120484,177.898345672329,101.241478767626,-120.784146526326,,-150.883853733921,101.437256218908,157.359694175369,-15.7641954313,-135.187854341667,-156.501434324048,-54.7949061109094,112.102736878453,102.883276513269,4.51398845800126,144.375466620924,22.526060546729,-12.8750015596125,134.041965891324,33.9255283080299,33.9255283080299,100.713123022791,,28.7836329109175,-144.702857232852,6.24631562099013,21.0375110254218
