phase
77.14488171189977
66.83508056628834
80.63284621577859
70.54731520804665
84.18209583625986
74.1235820789983
88.05588654731045
77.58560918289777
88.20807929564498
80.64192811684669
84.199666145131
84.0388626392836
80.5579567994513
87.41035811437764
76.6308321215144
88.91009332337092
73.6224295361629
86.558295518321
69.61769223524266
82.56864768924818
66.2276376603817
79.7712999368007
62.65994459573212
76.38775835375645
59.301135225750656
73.37800014785452
55.83277322582523
69.86943279414163
52.74570499050097
66.4183860787894
49.01632626489762
63.48042165425792
45.73998675777372
60.08258933901899
42.0094300028236
56.72970050352644
38.98905488966919
53.504342427498315
35.46246892591357
50.29453266679456
32.20232622349827
46.28375491080525
28.29045377692832
42.76382998513212
25.003482401110258
39.896095702979466
21.813761400419853
36.359812371183835
18.341916576491542
32.95485459366061
14.92057733854063
29.374122534312672
11.149951036264904
25.884103476604178
7.27735398179138
22.348624843984624
4.087364045504987
19.793002289659718
0.30320994904014853
16.07821328363829
3.5128632721024013
12.705612262804573
7.368520542267362
8.227597153068055
10.911698935738114
5.447630992149539
14.868292903655137
1.2285877202486044
18.72475098062559
2.331014921756787
23.349505624867138
6.376155486716714
27.40417301713212
9.308558558793294
30.78105883867613
13.674997206223905
35.10786694264196
17.913585517137097
39.42706410992613
22.382728829340728
43.5272776703493
25.763413526556967
47.11308042438
29.49327142797127
51.447412486874775
33.61051177108516
55.158364964819235
37.51132032928848
58.749384640062765
41.744132596934335
62.51648204935531
46.331129269097914
66.5001503922043
50.42162261302366
69.77213304678543
54.45784322588508
74.0937420396042
58.853485435565986
77.28544892927881
61.8125058886975
81.38629957861596
66.18131595768021
84.01946151225575
68.99284620737781
87.82681737612386
73.2635013275106
89.01594205198228
76.50582741455469
84.9557749578433
80.5811749106754
81.63222983747512
83.64538045088608
77.70755271149478
87.67767764855995
74.35089419097974
88.96267851232983
71.02774341574829
85.94116628409074
67.64191424423085
81.86600190460815
63.401044704467516
78.444420249983
60.69702303503069
75.23577813479666
56.88767168562776
72.50887766878239
54.27437837215523
68.86188863311679
50.84852155284975
66.12854820552222
47.990833778517306
62.147684718951105
44.262180615138455
59.50947218358279
40.99568907190062
55.77727768990618
37.584414567371965
52.39523439477029
33.96085895412236
48.66844601296787
31.272556589176897
45.663557232943596
27.605387547459415
41.43022762088759
24.043107719057158
38.5908016808871
20.76145379975291
35.06595452558102
16.7437753077205
31.715847396052943
13.133533175802393
28.11048371759088
9.609027993189809
24.937520659318988
6.122617072300244
20.88115789941907
