cycle1,phase_cycle1,phase_cycle2,phase_cycle3,phase_cycle4,phase_cycle5,phase_cycle6,phase_cycle7,phase_cycle8,phase_cycle9,phase_cycle10,phase_cycle11,phase_cycle12,phase_cycle13,phase_cycle14,phase_cycle15,phase_cycle16,phase_cycle17,phase_cycle18,phase_cycle19,phase_cycle20,phase_cycle21,phase_cycle22,phase_cycle23,phase_cycle24,phase_cycle25,phase_cycle26,phase_cycle27,phase_cycle28,phase_cycle29,phase_cycle30,phase_cycle31,phase_cycle32,phase_cycle33,phase_cycle34,phase_cycle35,phase_cycle36,phase_cycle37,phase_cycle38,phase_cycle39,phase_cycle40,phase_cycle41,phase_cycle42,phase_cycle43,phase_cycle44,phase_cycle45,phase_cycle46,phase_cycle47,phase_cycle48,phase_cycle49,phase_cycle50,phase_cycle51,phase_cycle52,phase_cycle53,phase_cycle54,phase_cycle55,phase_cycle56,phase_cycle57,phase_cycle58,phase_cycle59,phase_cycle60,phase_cycle61,phase_cycle62,phase_cycle63,phase_cycle64,phase_cycle65,phase_cycle66,phase_cycle67,phase_cycle68,phase_cycle69,phase_cycle70,phase_cycle71,phase_cycle72,phase_cycle73,phase_cycle74,phase_cycle75,phase_cycle76,phase_cycle77,phase_cycle78,phase_cycle79,phase_cycle80,phase_cycle81,phase_cycle82,phase_cycle83,phase_cycle84,phase_cycle85,phase_cycle86,phase_cycle87,phase_cycle88,phase_cycle89,phase_cycle90,phase_cycle91,phase_cycle92,phase_cycle93,phase_cycle94,phase_cycle95,phase_cycle96,phase_cycle97,phase_cycle98,phase_cycle99,phase_cycle100
-165,-65.0657048974234,21.0375110254218,21.0375110254218,169.695153531234,-54.6229941915494,124.61597931238,-106.725134778781,34.5085229876684,33.2012075502687,34.9024956159247,,19.4400348281762,142.594643368591,,-74.8459319496874,-74.8459319496874,171.101686935537,,142.895765094294,-28.2016282186947,-28.2016282186947,,8.64693170795307,,-20.7941149555036,-135,37.445715239089,147.757532160877,-83.1231692625632,8.46559755398162,36.1495824699761,,28.739795291688,48.7152891054288,,-144.338394976236,-144.338394976236,,156.037511025422,116.183931879057,3.71899397315804,73.2074908790153,-168.231711067979,40.8553762588957,-140.270670751641,-21.8014094863518,-140.117314849973,-156.262073401083,154.230672375661,167.538244079446,,64.0317582741512,64.0317582741512,59.4938677582762,,154.746836605426,164.445428729926,164.445428729926,-162.299572211333,-162.216111557307,-30.8720833630803,26.9802307182228,1.56935480474899,146.560130794218,53.7001907991549,53.7001907991549,-55.5816355209438,-55.5816355209438,83.418055344822,134.747597317711,134.747597317711,6.17017509502961,-150.558870818281,,164.817993693898,164.817993693898,-78.6900675259798,-110.323136829663,,-71.565051177078,0,-139.899092453788,-54.4053115009569,96.0541918941149,2.32153058983272,-16.4293014515334,,100.175510843043,164.012099819402,,-26.565051177078,12.2075809144735,12.2075809144735,,-49.0282636664851,-142.32640666017,-142.32640666017,-72.0632627896916,,-177.273689006094
-168,-52.0832859997526,71.565051177078,71.565051177078,-122.005383208084,-46.4475996868565,131.035345277144,-99.1966558916289,33.6900675259798,41.2915718428696,45.6295986084103,,24.4439547804165,147.528807709152,,-64.5366549381284,-64.5366549381284,178.323528953193,,151.011177478808,-29.2752542772526,-29.2752542772526,,11.5720339371883,,-16.6992442339936,50.1944289077348,43.1523897340054,152.030156772887,-78.6301973497419,13.3176339729494,40.5074185200847,,39.4724598483438,55.8230112262071,,-137.41333643285,-137.41333643285,,-30.9637565320735,123.448992737475,9.97205768733109,79.7891323089221,-162.824096384253,50.9061411137705,-138.340322079699,-16.0735741647464,-136.536300128884,-150.549804169702,159.075498255079,176.308614013549,,70.2920211570213,70.2920211570213,67.6491273456561,,158.355564859286,170.585825494518,170.585825494518,-149.287172284841,-146.30993247402,-23.6906894028274,34.5400909070709,19.2495258726817,151.149710091744,60.1500532104682,60.1500532104682,-50.1231655371282,-50.1231655371282,88.6425341554694,139.650184849886,139.650184849886,13.7362683056226,-141.478364579773,,171.82876644005,171.82876644005,-114.443954780417,-95.8263420295558,,-70.0168934781,1.37209164946062,153.434948822922,-45,96.2634906143346,11.659292653523,-4.34323995168939,,106.798371781305,170.281207797174,,-19.5839937702482,16.8583987677383,16.8583987677383,,-42.2736890060937,-134.401111224529,-134.401111224529,-63.6989828041811,,-174.907884875501
-169,-52.2669544058117,-146.30993247402,-146.30993247402,52.1250163489018,-40.5418900219016,136.112399616298,-93.6641843207407,-141.34019174591,46.6060029892823,50.5993393365206,,32.6609127216738,155.112588289075,,-66.0375110254218,-66.0375110254218,-176.649923602499,,152.744671625057,-11.6893691754392,-11.6893691754392,,21.4477363271053,,-8.91492695714787,39.2894068625004,48.8712562319856,160.188522858453,-70.2239233973608,20.6790633440497,48.5119426516989,,45,61.1892062570269,,-130.217467515526,-130.217467515526,,-38.6598082540901,129.690365256546,14.9314171781376,86.017479428171,-154.604088150829,54.8193006387579,-128.609504685353,-9.73698827040275,-125.722860662065,-143.87328422721,165.699722550814,-177.004696712397,,78.2748879848349,78.2748879848349,73.352303911804,,167.31961650818,178.515985324338,178.515985324338,-147.528807709152,-156.801409486352,-17.1619188028653,39.9305798673875,10.5391837286282,160.453632266658,67.3382062050622,67.3382062050622,-42.0288367380494,-42.0288367380494,97.1962354290814,147.380756928807,147.380756928807,17.1759036157467,-134.383940091601,,177.709389957361,177.709389957361,-87.8789036033385,-102.875001559612,,-61.3895403340348,12.8477048587177,-45,-37.1998121158183,105.091572678595,14.8586144479247,-0.578725565607762,,112.804540471321,178.363422958383,,-12.5903829455351,25.0674634380605,25.0674634380605,,-33.3106308245608,-128.036531473512,-128.036531473512,-58.8823608132735,,-166.633069303683
-164,-40.5391517414834,-125.217592968193,-125.217592968193,0,-33.8453402610717,143.555558243413,-85.4153371242683,-98.7461622625552,55.7288592980101,57.2647737278924,,38.9623174785771,159.775140568832,,-43.025065989118,-43.025065989118,-167.943237466167,,165.963756532074,-14.0362434679265,-14.0362434679265,,25.3959118491706,,-5.47736872882888,51.0090059574945,57.0947570770121,165.724693470791,-65.1794586645109,26.1881106974809,54.1488529857938,,50.3893117599734,71.7915155294192,,-123.524473248577,-123.524473248577,,-10.4914770123316,135.874676771121,22.0434176754884,92.6541955134066,-152.864860377923,61.46001481204,-122.496578101998,-2.31706238587133,-124.237462776858,-134.743069975497,170.380272200301,-171.304497122575,,83.0132954633331,83.0132954633331,80.2724214485984,,171.869897645844,-176.578780723571,-176.578780723571,-138.36646066343,-125.217592968193,-11.9839693720047,48.0373358229525,27.0720802379928,165.109817632673,74.3577535427913,74.3577535427913,-36.5944392897088,-36.5944392897088,102.193034475507,154.2039735055,154.2039735055,25.0168934781,-130.13548556224,,-175.08343399399,-175.08343399399,-91.7899106082461,-75.9637565320735,,-48.9451862290376,16.9406152316555,47.7263109939063,-34.2611028990946,113.728391075953,23.1985905136482,8.20721641191815,,122.811366798068,-175.292147755628,,-6.96541849005511,30.9637565320735,30.9637565320735,,-32.4711922908485,-122.404543488595,-122.404543488595,-50.8922276173191,,-161.767508919296
-159,-34.0609088168078,-129.805571092265,-129.805571092265,29.248826336547,-26.8109543003487,151.049004792533,-81.341278767633,-136.847610265995,59.3886115931324,65.9125476913677,,43.7269699799433,168.064397456733,,-57.5288077091515,-57.5288077091515,-163.979707697929,,167.242467839123,0,0,,34.8040117527132,,2.92497794915637,58.4957332807958,61.3396962582982,172.874983651098,-56.853004167744,32.5312717300449,60.8570220180283,,59.7435628364707,69.9439052634246,,-116.565051177078,-116.565051177078,,-11.6893691754392,143.130102354156,27.4509977709322,98.0170930736553,-138.36646066343,70.4975514933378,-115.295546400327,3.53229458389089,-112.93210043759,-129.902600262021,-177.545968325473,-162.34987578007,,90.5280567489002,90.5280567489002,86.274371806651,,178.315315682104,-168.32121567194,-168.32121567194,-131.955221555806,-167.471192290848,-4.02826366648514,53.1980688460163,29.4758890032457,172.874983651098,79.2157021324374,79.2157021324374,-27.7970285797177,-27.7970285797177,109.832129850218,160.285705484702,160.285705484702,32.6446401349165,-121.589126435618,,-169.045937356602,-169.045937356602,-81.7028550301631,-98.130102354156,,-46.8476102659946,24.0265065786792,57.5288077091515,-22.4161474793436,114.179107146689,29.0546040990771,13.0333563259138,,124.930937301111,-170.421577080539,,0.850864864730278,37.822754149145,37.822754149145,,-19.9831065219,-114.997647331859,-114.997647331859,-43.806510576018,,-153.434948822922
-153,-26.565051177078,-114.102234501161,-114.102234501161,36.869897645844,-20.3981189946277,155.695450734063,-72.8972710309476,-105.124007308311,67.1902888961225,70.3079787612635,,53.6897502891396,173.33869836023,,116.565051177078,116.565051177078,-155.623531383325,,174.427802196036,0,0,,39.1964245041519,,9.17620334037615,57.3390872783262,69.9885011218943,-179.688612959725,-50.8067269055316,40.8150838748816,66.2973540490338,,67.3801350519596,84.8055710922652,,-112.225030451114,-112.225030451114,,-1.2188752351313,150.255118703058,36.6625555611533,105.887168502764,-142.792078078218,76.6075022462489,-110.01356679522,11.888658039628,-112.06789956241,-122.292886498683,-176.552613148135,-159.357989684363,,96.2463156209901,96.2463156209901,93.3500763975015,,-174.559667968995,-162.50767547489,-162.50767547489,-126.482769891693,90,1.31994569392178,61.476881393688,38.6598082540901,178.964646813455,87.5459683254729,87.5459683254729,-22.0479474635604,-22.0479474635604,115.619216215349,169.149895370203,169.149895370203,36.4692343900519,-115.581529257939,,-162.992053044593,-162.992053044593,-74.4758890032457,-49.3987053549955,,-37.8749836510982,31.6648936589541,55.8403054543306,-22.4794343971031,125.217592968193,34.9920201985587,21.6308868365179,,134.443747772919,-162.49283695154,,6.07803698374728,45.2010369978346,45.2010369978346,,-13.5358563691342,-108.730793592203,-108.730793592203,-37.378928690703,,-150.780753309515
-133,-25.0674634380605,-113.355564859286,-113.355564859286,30.0685828218625,-13.3799631270613,164.577838681261,-68.0883004101904,-107.969139740157,72.4744316262771,79.1917690596802,,55.7509669931881,-179.220513678882,,138.81407483429,138.81407483429,-149.821068070918,,180,17.3540246362613,17.3540246362613,,46.6365770416167,,15.0863540084651,75.9637565320735,75.8810786969436,-175.285245481295,-45,47.1354634423767,74.1441986773614,,75.2564371635293,85.0302592718897,,-102.652556500558,-102.652556500558,,1.06091169026423,155.80241829048,41.1171014396363,112.229621091238,-125.869823517721,83.0887728809753,-99.4007800410238,14.4101094798558,-100.23977462904,-116.188110697481,-168.558956131233,-150.018360631151,,102.528807709152,102.528807709152,98.5045792408788,,-167.471192290848,-155.865141570969,-155.865141570969,-118.875443396228,63.434948822922,7.50308739104961,65.3764352138364,45,-173.70064629387,92.9702306071965,92.9702306071965,-15.3033474623009,-15.3033474623009,123.18821951757,171.573030978519,171.573030978519,46.6602823689828,-109.470302009467,,-156.238430527436,-156.238430527436,-69.5504523892074,122.005383208084,,-32.6919841825721,36.6897228324758,65.1363034282481,-11.4819913547481,129.867445560127,45,25.9640685382301,,141.009005957495,-156.750206837325,,12.9305514669428,50.5826057565311,50.5826057565311,,-14.0362434679265,-102.349197703404,-102.349197703404,-32.5740571345725,,-138.99091309843
-129,-12.2251226757358,-102.925999124706,-102.925999124706,50.1944289077348,-9.1966558916289,169.005222650708,-59.7006607257969,-97.4715591765924,79.3460974000615,81.2885624480496,,65.87464682645,-175.999814239487,,161.565051177078,161.565051177078,-143.67317404788,,-168.69006752598,16.6992442339936,16.6992442339936,,54.2371293998368,,21.898192805639,72.8972710309476,80.0737544933483,-166.250951016581,-37.9074826717269,53.301304373061,79.8409440041532,,-90,97.3057595333108,,-99.9601403083728,-99.9601403083728,,9.46232220802562,161.676738714976,49.1976683571609,116.995838394087,-129.207203504968,87.3974377975002,-98.3543508353797,25.4633450618716,-97.1250163489018,-110.400209394843,-162.255328374943,-145.38402068762,,110.282559088917,110.282559088917,106.225275361178,,-162.450997770932,-148.369338587869,-148.369338587869,-112.729732079945,60.2551187030578,14.1013522802568,74.6044507460049,-161.565051177078,-168.169886673832,100.162083194001,100.162083194001,-10.6849124000027,-10.6849124000027,127.568592028827,-177.776038759615,-177.776038759615,49.5739212599009,-101.790500902031,,-149.792387519593,-149.792387519593,-61.0908163488522,112.61986494804,,-24.5997906051575,45,74.0546040990772,-5.44033203100551,134.717757063729,-90,34.3627854907099,,141.009005957495,-149.036243467926,,19.635582804447,58.4123576418684,58.4123576418684,,9.7275785514016,-96.3401917459099,-96.3401917459099,-23.9340543468813,,-135
-111,-5.07960786001457,-97.8831393167297,-97.8831393167297,49.7636416907262,-0.528056748900181,177.638625341824,-57.1714582085875,-93.8140748342904,88.2465951399285,95.0290735817855,,69.962789830807,-167.030746543971,,149.743562836471,149.743562836471,-135.744059202889,,-175.601294645005,-167.471192290848,-167.471192290848,,59.7435628364707,,29.0546040990771,86.2847108945712,91.8476102659946,-161.021120244287,-33.4709642746457,61.8937301791981,89.3055397124502,,-105.945395900923,98.4269690214807,,-90,-90,,17.4471884232822,170.29334759066,55.2039737217317,124.562524648882,-114.623564786164,104.036243467926,-87.8789036033385,27.7185016281834,-90,-101.673710312885,-154.885165113855,-136.827968244305,,115.306005969903,115.306005969903,110.427795227816,,-153.621579366488,-143.130102354156,-143.130102354156,-107.354024636261,86.4236656250027,20.6546043761199,78.5304696671331,-123.69006752598,-159.775140568832,105.982123959683,105.982123959683,-2.70062933739529,-2.70062933739529,135.924045352773,-173.031743258621,-173.031743258621,59.2067661177604,-96.4287477488299,,-143.646931707953,-143.646931707953,-54.6197277996989,119.054604099077,,-21.8014094863518,50.3051096062104,78.8571101416607,3.81407483429035,145.491477012332,-108.434948822922,37.5930878715048,,158.498565675952,-145.469174257711,,25.6410058243053,63.0146939182052,63.0146939182052,,-8.13010235415598,-88.905309408147,-88.905309408147,-19.6006904292232,,-129.986886244964
-97,-5.85601358542896,-92.7591076586203,-92.7591076586203,59.5344550805401,4.60629785064186,-177.537183324083,-46.1145632724847,-86.3322119444686,89.3489396197705,94.1149090982373,,79.286876977209,-162.49283695154,,164.845931949687,164.845931949687,-132.476733766497,,-135,-158.198590513648,-158.198590513648,,66.1247191460725,,38.0470425318261,87.4831243430605,93.5517333548204,-153.560322319785,-21.57990628762,67.7633033175357,92.2167943407402,,-84.5596679689945,120.256437163529,,-87.2475145997313,-87.2475145997313,,21.5570792850377,174.737604600405,60.2551187030578,130.732106699709,-111.501434324048,-90,-85.0497277657083,38.3674853848615,-83.7060518110489,-99.8193006387579,-151.927513064147,-133.305352931463,,123.772626228947,123.772626228947,119.744881296942,,-149.470294100066,-135.545657593416,-135.545657593416,-101.30993247402,76.2637316943774,28.2234857123622,87.7630209365623,-116.565051177078,-153.634584877446,112.156963837638,112.156963837638,3.72562819334898,3.72562819334898,141.499346279655,-166.798912824294,-166.798912824294,64.2743873566343,-88.929175545213,,-135.254646232273,-135.254646232273,-49.9697407281103,132.614055969611,,-10.4914770123316,57.8213437933989,87.7394980888587,0,148.781597235654,-111.370622269343,46.2844435218008,,157.38013505196,-136.316912405793,,31.7014296695057,72.5701371823322,72.5701371823322,,18.434948822922,-82.7402759537402,-82.7402759537402,-10.988651096494,,-126.027373385104
-83,6.58194465517801,-88.0908475670036,-88.0908475670036,64.5922818910515,12.5876933816488,-171.341278767633,-43.3634229583833,-81.5014411205063,105.732004785107,104.410109479856,,83.7901738528137,-153.863587555624,,169.380344723845,169.380344723845,-122.735226272108,,33.6900675259798,-154.358994175695,-154.358994175695,,73.3007557660064,,39.1932730944684,97.7118924126589,103.736268305623,-146.702901480221,-18.0146939182052,73.2720360794327,102.019002454545,,-93.3664606634298,90,,-77.3845555935016,-77.3845555935016,,31.2826536816397,-176.321761278007,69.9047688080952,135.855097396267,-103.495733280796,-74.7448812969422,-76.3159802477525,41.1392673751167,-76.5618118416494,-91.0609116902642,-140.42522636842,-124.101274194247,,129.690365256546,129.690365256546,124.176988773793,,-142.454298812748,-128.407127292406,-128.407127292406,-93.5362533885217,90,34.3188025568431,91.4320961841647,-112.988716802081,-149.036243467926,121.148580986195,121.148580986195,10.0865316846538,10.0865316846538,149.157632649677,-157.750976342788,-157.750976342788,70.7693276243387,-83.5712522511702,,-131.26237045659,-131.26237045659,-40.7205364697548,135.76389846093,,-7.65770969371388,64.0577045101283,94.4473848500905,34.5085229876684,157.600396454222,-106.504361381755,52.4757373855482,,165.963756532074,-132.172875421839,,39.4995885297981,75.7128277151589,75.7128277151589,,26.565051177078,-75.8668094511371,-75.8668094511371,-6.57192265431589,,-113.629377730657
-65,6.00900595749453,-77.9885216136346,-77.9885216136346,72.6459753637387,18.098907048459,-164.213207927911,-36.0524152451844,-72.5360731081572,97.9071627029585,111.661150820347,,91.1811889133267,-148.695876504409,,177.316224840531,177.316224840531,-117.681061568485,,27.8972710309476,-139.573921259901,-139.573921259901,,77.9261690650498,,51.9810574068298,100.551809506192,108.024723521238,-140.159871746959,-10.7625372231425,79.4748921289717,107.198541220066,,-74.4758890032457,-95.1944289077348,,-72.6782819740804,-72.6782819740804,,35.2933475906603,-172.405356631409,73.9888225211915,145.256819841696,-108.434948822922,-71.565051177078,-71.4045592172434,49.6354634269026,-69.6768631703371,-84.7461972487377,-138.110840653491,-120.173520029644,,136.990172249755,136.990172249755,132.863089146243,,-135.792057092162,-125.797403027978,-125.797403027978,-87.8562391347766,93.5763343749974,40.0765626233038,100.124671655398,-100.304846468766,-140.389311759973,124.67782792562,124.67782792562,16.2819860338216,16.2819860338216,154.103090891251,-155.157610894545,-155.157610894545,77.5604379811535,-75.8354347320401,,-121.526841887269,-121.526841887269,-35.7701137562723,142.305759533311,,4.08561677997488,70.7988828572033,97.2750049578893,-29.7448812969422,162.334813798421,-101.30993247402,58.5704343851615,,-116.565051177078,-125.083473879093,,45.2195229852597,83.5475371119975,83.5475371119975,,-116.565051177078,-70.1553724338684,-70.1553724338684,1.37045101779961,,-164.054604099077
-54,51.3401917459099,-76.5838165181591,-76.5838165181591,78.5890168732346,25.5708641215712,-157.422973009969,-28.495638618245,-69.001280965613,125.166436035793,116.406775945664,,96.7425866067128,-142.394008642598,,-177.709389957361,-177.709389957361,-110.211648506912,,43.7811247648687,-133.152389734005,-133.152389734005,,85.2098692776368,,57.8042660652868,108.733361642917,116.350461245949,-134.198712669893,-4.59425333126639,87.1533830841839,113.466075869674,,-72.4744316262771,-41.1859251657097,,-64.640997602142,-64.640997602142,,45.3744768867228,-165.037844745673,81.2147012821154,150.945395900923,-53.130102354156,-45,-63.1721259896855,54.958070598461,-62.1895845561537,-77.7638884905837,-129.805571092265,-111.695109460797,,142.938264523545,142.938264523545,138.36646066343,,-129.042868885292,-112.1354918781,-112.1354918781,-79.7488012491826,102.042575142885,47.9249779491564,105.945395900923,-99.2933085993971,-136.507435758775,135,135,23.9076604941725,23.9076604941725,163.846067150899,-141.666659890901,-141.666659890901,83.4474453291707,-70.2531633945739,,-116.760599153349,-116.760599153349,-29.148071845713,154.885165113855,,5.04245106917091,76.7441275183225,108.600065886033,168.69006752598,170.429674565489,-95.5993393365206,65.0220832366448,,26.565051177078,-117.095552493752,,52.8152935467669,90,90,,-153.434948822922,-63.2324910807038,-63.2324910807038,6.25403274391647,,26.565051177078
-39,-116.565051177078,-64.5366549381284,-64.5366549381284,84.8055710922652,31.1972343738638,-152.073966029946,-23.1508837973516,-60.5050441823123,105.945395900923,122.077863598912,,103.561052400717,-135.427572506833,,-167.471192290848,-167.471192290848,-102.804266065287,,46.04162667601,-128.65980825409,-128.65980825409,,91.6180945327375,,59.420773127511,115.504139486814,119.998681539529,-126.239721999984,1.66833744829331,92.6174133632645,119.981639368849,,-65.2975697722287,-46.3322198538697,,-58.5829635298367,-58.5829635298367,,48.4777865197982,-155.750795589599,88.3316625517067,155.480357311809,143.130102354156,-61.0735741647464,-59.5657642465566,60.2551187030578,-56.1363094311817,-72.8972710309476,-122.711676836725,-105.945395900923,,150.29654731443,150.29654731443,146.046303447135,,-119.744881296942,-114.887411710925,-114.887411710925,-75.1818527491192,106.232350661156,53.6288560630249,113.838740183172,-89.0608090542644,-126.027373385104,138.012787504183,138.012787504183,30.3373347864578,30.3373347864578,165.963756532074,-141.34019174591,-141.34019174591,91.0877638403841,-64.0195793436272,,-110.151747034212,-110.151747034212,-21.8014094863518,155.674424760874,,15.5663178248568,83.7199928743002,111.515884709495,-145.304846468766,173.838521896329,-90.9093804491991,70.3461759419467,,-3.17983011986423,-109.69862137458,,59.1534125878514,95.970015980857,95.970015980857,,-142.594643368591,-56.3099324740202,-56.3099324740202,15.1820063061016,,109.440034828176
-29,-166.759480084813,-62.1759036157467,-62.1759036157467,93.9004937423819,38.5712522511701,-143.405560710291,-14.0362434679265,-52.0012675574953,138.81407483429,132.137594773888,,110.361603275386,-128.327800002801,,-165.068582821862,-165.068582821862,-97.1934700552955,,51.1701750950296,-118.53998518796,-118.53998518796,,98.9547941288513,,75.2564371635293,122.633502846785,129.59620863975,-121.917009325189,7.27500495788926,98.8263709542279,125.882137246204,,-59.7967622450573,-41.0090869015702,,-52.3647462449827,-52.3647462449827,,57.9465095156369,-154.707978842979,94.4473848500905,170.753887254437,96.709836807757,-38.3333401090986,-50.0131137550358,73.4429286243634,-50.7105931374996,-66.0375110254218,-118.950995207467,-99.4623222080256,,156.312473663279,156.312473663279,149.2725133844,,-117.001305026978,-102.308015817428,-102.308015817428,-67.4468614730892,112.225030451114,62.0205256115199,119.054604099077,-81.2538377374448,-123.326289687115,146.940397035419,146.940397035419,36.1932073055647,36.1932073055647,177.863089146243,-124.59228868751,-124.59228868751,98.130102354156,-56.4639530156926,,-103.799485396019,-103.799485396019,-15.3269178879222,165.32360686255,,18.1942116702002,89.734743656624,120.352624727637,-143.130102354156,-177.199720831962,-81.7643806757905,78.9881698283556,,14.0362434679265,-102.200468727381,,68.3214108603857,103.650419134757,103.650419134757,,-135.971021931079,-48.9575531141279,-48.9575531141279,20.7722546820458,,81.869897645844
-16,-141.709836807757,-53.9726266148964,-53.9726266148964,98.8129016377444,45.5947445152185,-139.250654574651,-9.3295396426981,-48.3664606634298,119.981639368849,135,,116.686183722846,-122.427554995773,,-156.873479611251,-156.873479611251,-89.7135234897229,,62.1027289690524,-112.190288896123,-112.190288896123,,102.86539784205,,67.2490236572124,128.97600691768,136.29216688625,-112.922800684464,14.8454520820838,108.434948822922,132.709389957361,,-52.6960517220166,-32.1249984403875,,-44.2461516669292,-44.2461516669292,,61.8339308206792,-142.465190856121,100.007979801441,168.178511659393,111.370622269343,-41.7107573215082,-45.5562522270807,68.0394359799035,-38.7843641002973,-54.6052041550129,-108.764863292896,-90,,163.754366954526,163.754366954526,160.213495871479,,-108.041169596835,-98.8418145601917,-98.8418145601917,-62.1619188028653,120.866809451137,67.4054088833654,127.184706453233,-78.5506620115,-113.962488974578,151.893730179198,151.893730179198,43.0113621435259,43.0113621435259,179.526491941265,-124.695153531234,-124.695153531234,102.745289473133,-51.842773412631,,-98.2127801892859,-98.2127801892859,-7.62107130929705,170.909723079178,,28.0091767080138,97.5238204386386,126.777186109425,-132.3974377975,-172.084487576973,-74.4384896746715,84.2290637784257,,17.5255683737229,-96.9112271190247,,70.4192883389029,108.29949805986,108.29949805986,,-129.472459848344,-43.051914993485,-43.051914993485,27.4445225740888,,98.3256503304269
-12,-137.045408488887,-47.5895018472409,-47.5895018472409,105.945395900923,53.2434469728943,-131.543380827958,-1.77604425335873,-37.5191138204763,158.198590513648,142.755217107341,,124.224812607717,-114.396758926583,,-149.12791663692,-149.12791663692,-84.20303138093,,63.434948822922,-106.630953706721,-106.630953706721,,112.761967284436,,86.8201698801358,136.606002989282,141.766174822553,-109.798876354525,21.0923395058275,111.00968403416,141.519801751657,,-45,-24.3624530153122,,-38.4474453291707,-38.4474453291707,,70.474988178865,-137.489552921999,106.858398767738,177.954591511113,117.216111557308,-29.9315118405078,-36.4692343900519,87.1375947738883,-38.6598082540901,-55.6196552761551,-105.433424495223,-91.04162667601,,166.590404132906,166.590404132906,164.415598833096,,-103.134022306396,-91.930587441167,-91.930587441167,-55.5480654181421,125.193907240103,74.1004774115435,132.56335175319,-68.7494944928668,-109.290046219189,158.252592174862,158.252592174862,50.6896593497892,50.6896593497892,-171.591088267399,-116.565051177078,-116.565051177078,111.131669986693,-43.4198275272,,-91.7183580016555,-91.7183580016555,-2.48955292199916,179.459489812869,,34.9630975460365,102.412648153118,131.440733178717,-129.66784111834,-165.087965696466,-72.1399059293209,90.575817593245,,23.8387401831717,-87.9545915111128,,81.0850730428522,118.150688588175,118.150688588175,,-120.801445976137,-37.5685920288275,-37.5685920288275,34.5771570941702,,108.434948822922
1,-132.273689006094,-38.1986851760184,-38.1986851760184,112.38013505196,58.6269948598916,-126.007561567251,3.6619355755198,-35.5376777919744,125.537677791974,151.149710091744,,131.061260916149,-108.612885454332,,-144.202596972022,-144.202596972022,-75.9637565320735,,76.2930389959202,-100.653902599939,-100.653902599939,,117.814293855775,,83.6598082540901,143.204706191569,148.64291477599,-100.472028343862,29.0546040990771,120.086504554,145.762537223142,,-39.0118516242245,-21.644435140714,,-30.1568270769711,-30.1568270769711,,74.7125655758832,-131.576128755069,114.962789830807,-156.801409486352,119.898901838615,-27.1811110854772,-31.476839349584,86.2686030008396,-29.3577535427913,-38.0470425318261,-95.4555217919203,-74.2192466904846,,177.614055969611,177.614055969611,171.008752722934,,-96.5030559448817,-83.0656510987305,-83.0656510987305,-49.1560566012764,131.672595758273,82.3595932389732,135.806929455102,-64.2126718171856,-102.847704858718,165.815705751729,165.815705751729,55.7353522280823,55.7353522280823,-167.828541791413,-45,-45,117.847578259788,-37.445715239089,,-82.0730733173104,-82.0730733173104,6.17992424918311,-177.137594773888,,39.5484489012873,109.89058212996,139.398705354996,-120.618605408909,-158.466075869674,-59.7035518237616,98.374259027599,,31.1389724369789,-81.5288553669852,,84.1736579704442,122.735226272108,122.735226272108,,-120.815705751729,-28.4429286243633,-28.4429286243633,40.0658356594399,,106.336042889718
-4,-124.755912553541,-35.8033441083711,-35.8033441083711,117.859650695242,67.1519571283837,-117.645975363739,11.7251120151651,-23.9624889745782,-19.9831065219,155.265697470948,,136.350155611466,-102.558836940948,,-136.33221985387,-136.33221985387,-72.1399059293209,,77.6805547433634,-94.0041729407094,-94.0041729407094,,123.578813725001,,-18.434948822922,149.215853473674,154.612093708904,-95.6837063353845,33.4248111826038,126.702855030163,153.768060066843,,-30.0685828218625,-11.3099324740202,,-27.2995722113328,-27.2995722113328,,82.8749836510982,-125.433314010286,114.341089936693,149.743562836471,129.559667968995,-19.4059707540012,-28.6104596659652,93.3664606634298,-21.5713071912546,-47.1210963966615,-91.2730300200567,-73.1416012322617,,-178.375023642475,-178.375023642475,177.909840846289,,-88.5386899091188,-76.3994574833413,-76.3994574833413,-41.1604036620465,138.77228360938,85.5730283525206,147.875001559612,-54.4053115009569,-97.5946433685914,170.690059825014,170.690059825014,64.9281025904646,64.9281025904646,-158.875280853928,81.869897645844,81.869897645844,122.588361410773,-30.7224109522868,,-80.5376777919744,-80.5376777919744,11.888658039628,-170.537677791974,,50.6879912532625,115.72780293273,142.84469609953,-110.556045219583,-150.255118703058,-59.6678249037001,102.804266065287,,36.209456817186,-79.0459373566017,,94.1149090982373,129.805571092265,129.805571092265,,-108.004161605913,-24.1932089872888,-24.1932089872888,48.3206057076233,,122.005383208084
