phase_cycle1,phase_cycle2,phase_cycle3
-90.0,-90.0,-90.0
26.56505117707799,38.659808254090095,38.659808254090095
-45.0,180.0,180.0
-45.0,33.690067525979785,33.690067525979785
45.0,135.0,135.0
26.56505117707799,26.56505117707799,26.56505117707799
-90.0,63.43494882292201,63.43494882292201
135.0,180.0,180.0
0.0,45.0,45.0
153.434948822922,111.80140948635183,111.80140948635183
-30.96375653207352,-45.0,-45.0
