phase_cycle1,phase_cycle2,phase_cycle3,phase_cycle4,phase_cycle5,phase_cycle6,phase_cycle7,phase_cycle8,phase_cycle9,phase_cycle10,phase_cycle11,phase_cycle12,phase_cycle13,phase_cycle14,phase_cycle15,phase_cycle16,phase_cycle17,phase_cycle18,phase_cycle19,phase_cycle20,phase_cycle21,phase_cycle22,phase_cycle23,phase_cycle24,phase_cycle25,phase_cycle26,phase_cycle27,phase_cycle28,phase_cycle29
-33.690067525979785,23.198590513648185,23.198590513648185,-63.43494882292201,70.523424501068,180.0,-0.9992436702572906,24.443954780416536,55.30484646876604,-16.96614810853619,,177.21697924614338,-125.12440392673356,4.506606883768322,32.97772331381648,32.97772331381648,157.9958940260833,159.89841602183526,120.67232578233511,,143.13010235415598,179.63965393661277,,-76.86597769360368,-76.86597769360368,70.01689347810003,-28.842660135412068,180.0,177.6626941408762
116.56505117707799,180.0,180.0,-56.309932474020215,75.81238098068243,150.94539590092285,4.504906863607022,25.924901507554456,64.06919353734814,-12.136824455292272,,-177.76882539196876,-118.63508183011909,10.619655276155134,40.33812690476117,40.33812690476117,167.92985451061207,166.80532892499696,128.9275435927923,,165.37912601136836,-174.17365797044425,,-66.8605382367883,-66.8605382367883,-73.30075576600639,-21.28640511365909,-168.38147564720535,177.6626941408762
0.0,26.56505117707799,26.56505117707799,-50.527540151656176,84.04016088928695,-49.398705354995535,11.377102173040935,35.53767779197438,69.27444113443946,-4.1489036977343465,,-171.61296762134052,-112.78816931355381,17.846026162026114,46.720814833672875,46.720814833672875,171.57303097851934,173.9041384554042,134.534190917235,,165.4655449194599,-170.15098548888298,,-63.8951459909007,-63.8951459909007,45.0,-18.43494882292201,-168.6900675259798,-169.91940201245768
116.56505117707799,-90.0,-90.0,-42.83892051177363,87.51044707800085,0.0,18.43494882292201,41.49646835521554,75.32360686254998,0.8680514497455426,,-164.55368363230744,-103.9633481134748,23.565395870581973,53.33137475637573,53.33137475637573,178.95837332399003,179.18926478073763,141.75053946217898,,174.64417495714483,-162.07208023799276,,-55.08816978339002,-55.08816978339002,45.0,-10.145544433896337,-156.08768244824913,-168.8182457898033
-26.56505117707799,75.96375653207353,75.96375653207353,-35.97238704928491,96.5705583716409,-21.037511025421818,23.394472757361523,45.53545898556454,83.75808565258495,6.831005949351525,,-160.13570259659,-99.81351785925462,29.386379960350897,57.425942865427494,57.425942865427494,-175.6525430924403,-174.12260739335687,147.65255650055798,,180.0,-156.90870482818192,,-50.053826050064366,-50.053826050064366,0.0,-1.7899106082460694,-152.97841840882296,-158.19859051364818
0.0,-153.434948822922,-153.434948822922,-34.11447294534126,101.30993247402021,14.036243467926479,32.005383208083494,53.49855887949368,87.47388308838046,14.514266293668436,,-151.55707137563667,-91.46131009088123,37.25222796389188,66.97450799147197,66.97450799147197,-168.4325601384009,-166.90184920528125,153.99665415548856,,-176.0090869015702,-149.55642432007429,,-43.891187872240074,-43.891187872240074,26.56505117707799,1.123302714075429,-145.08059798754235,-153.75865034784223
126.86989764584402,57.9946167919165,57.9946167919165,-20.224859431168078,108.62466925374734,-6.009005957494525,36.23241875544702,60.25511870305778,93.758555685472,20.522460358533657,,-144.61972779969884,-86.77135213036438,42.47673376649706,70.7552707601671,70.7552707601671,-162.29290758655037,-162.81429385577525,159.48068283917627,,-170.13419305691565,-141.67446904711758,,-34.33021719550332,-34.33021719550332,153.434948822922,10.491477012331599,-137.09525256462385,-146.74563342528796
-26.56505117707799,-149.03624346792648,-149.03624346792648,-24.145541960421653,114.89546754526894,19.79887635452493,44.20057588668245,64.35899417569472,102.66062292025875,27.32389130134654,,-138.81407483429035,-79.20213136539769,50.26239539959512,79.43898930880363,79.43898930880363,-156.67730329883014,-154.81379324549567,165.8188876131972,,-165.42578380196127,-134.68345195272698,,-32.005383208083494,-32.005383208083494,0.0,18.09390654406316,-133.54610453489113,-139.86451443776053
116.56505117707799,30.96375653207352,30.96375653207352,-6.88172363063695,118.82380663839164,18.43494882292201,50.826342029555775,75.14138555207533,105.99830057611189,33.45747429956313,,-130.17923392190735,-74.92086602503886,56.918629673954214,83.76291992354152,83.76291992354152,-149.2500326978036,-147.90328459587434,171.39352648021114,,-158.58703052512826,-130.6525430924403,,-22.34810834790941,-22.34810834790941,146.30993247402023,20.965711840557418,-122.05349048436308,-134.37040139158972
-18.43494882292201,135.0,135.0,-9.462322208025617,128.6598082540901,22.61986494804043,56.195111426299974,76.7594800848128,114.476161510871,38.91925906718302,,-127.13092444820948,-65.60324107341734,62.468023251277714,90.92404535277272,90.92404535277272,-144.3503436284238,-142.79207807821842,178.24659513992844,,-155.09523119190482,-119.8590161649231,,-15.488501442909683,-15.488501442909683,45.0,31.29303899592019,-121.5042667192042,-125.53767779197437
126.86989764584402,-45.0,-45.0,0.0,131.63353933657018,34.11447294534126,64.3897900767942,90.0,119.88283234541285,46.005086005254185,,-117.28121112254841,-62.927919762007235,70.03978431967597,96.93838580533624,96.93838580533624,-136.27303002005672,-134.15123572844644,-175.1611011990767,,-143.13010235415598,-118.85566121971654,,-10.53918372862823,-10.53918372862823,-11.309932474020215,32.76388849058367,-109.23067237566129,-119.05460409907714
45.0,116.56505117707799,116.56505117707799,6.78897457443879,141.06362536851174,39.64417495714481,69.34108993669251,85.8150838748816,125.58171758308086,51.12908076496802,,-113.07572627128161,-54.03499500047301,75.22837850783249,103.08505993623218,103.08505993623218,-129.31034065021083,-128.48019824834302,-168.74629496574434,,-138.96465472285612,-109.38451567935785,,-4.455602833326316,-4.455602833326316,165.96375653207352,43.04749095060039,-109.88516511385545,-114.62356478616361
153.434948822922,-146.30993247402023,-146.30993247402023,9.727578551401603,145.3920545894167,43.36342295838328,76.07522677959057,99.46232220802563,133.26429541107163,59.2259638987518,,-105.36161631184866,-49.3382667914282,82.36944577461723,109.8321298502184,109.8321298502184,-124.03212781733832,-122.69946112100192,-163.24425107080103,,-132.83892051177364,-103.2405199151872,,2.3215305898327188,2.3215305898327188,29.054604099077146,48.93478205636945,-97.5164417162695,-105.78075330951539
63.43494882292201,90.0,90.0,20.924501744921166,153.434948822922,52.305759533310834,82.19359917076424,99.7824070318073,138.2776759521903,64.29004621918874,,-99.30994017498605,-40.05592558920218,88.34769532234868,117.49552727315638,117.49552727315638,-116.31264849478885,-115.08937386892862,-154.5731258304102,,-127.61395684873274,-99.00175512256132,,8.01709307365533,8.01709307365533,-171.86989764584402,53.577716525016534,-96.00900595749452,-103.2405199151872
18.43494882292201,146.30993247402023,146.30993247402023,17.650124219930124,158.355564859286,61.232350661156204,90.51155586658706,107.65012421993013,144.34467190209972,72.16274999669281,,-95.30092651652569,-36.59443928970878,94.74051057389119,122.80495033810134,122.80495033810134,-110.52095901483689,-110.23969136961833,-150.86158935974518,,-118.51124629410874,-90.0,,15.172915345525261,15.172915345525261,26.56505117707799,63.083445383048655,-87.47917209228984,-90.0
135.0,56.309932474020215,56.309932474020215,22.61986494804043,164.86205041686713,64.61209370890407,94.3615726450206,113.62937773065683,151.92751306414706,78.90627698844216,,-86.12651027565542,-26.69015093355253,100.77145416019803,130.28734831021154,130.28734831021154,-103.89998741203564,-102.90107274521482,-140.3373999884427,,-110.15761089454483,-86.34777721969367,,20.136303428248134,20.136303428248134,99.46232220802563,67.50738810094131,-81.55963472449336,-90.0
-18.43494882292201,143.13010235415598,143.13010235415598,45.0,171.83019163729173,71.02959219151346,101.1038334366361,113.96248897457819,156.2749699717067,82.5799851047388,,-82.11686068327027,-23.87937136434486,108.96219571458936,136.80873932249207,136.80873932249207,-97.51842687944219,-97.51214410305275,-138.62657178387963,,-109.5731258304102,-75.48894049983093,,29.167613379577798,29.167613379577798,180.0,75.11847029685946,-75.62722131553815,-77.9052429229879
141.34019174590992,-135.0,-135.0,25.016893478100023,177.33699923393286,80.41705527646744,108.26288994219414,126.86989764584402,165.6577739696064,91.9091524329964,,-72.9398859576474,-15.278765329661166,112.8613399836937,144.1623470457217,144.1623470457217,-90.0,-89.68861295972518,-129.6626000115573,,-96.9112271190247,-74.6871816391937,,33.690067525979785,33.690067525979785,26.56505117707799,79.59228868750995,-67.75097634278764,-66.80140948635182
-26.56505117707799,116.56505117707799,116.56505117707799,63.43494882292201,-175.6012946450045,85.30131948270056,112.89055165624835,56.309932474020215,167.47119229084848,94.56322975423787,,-71.02112024428656,-10.329682089019451,121.5513849483135,150.32410816943124,150.32410816943124,-85.9757715317273,-83.55324462089546,-124.30778784471596,,-95.59933933652057,-63.12186024790135,,41.05481377096244,41.05481377096244,116.56505117707799,87.82525588538995,-63.74134044519273,-69.77514056883193
161.565051177078,-135.0,-135.0,26.56505117707799,-170.1806993612421,89.32596310201549,119.88652694042405,0.0,178.48459209997787,103.11643612539147,,-60.86158935974519,-2.8886215498429575,126.86989764584402,156.32242055930726,156.32242055930726,-77.0654626472799,-78.04341575685088,-118.89485791585113,,-88.34769532234868,-63.43494882292201,,49.53777250790665,49.53777250790665,0.0,92.6718645932726,-53.800197876380516,-37.8749836510982
18.43494882292201,78.69006752597979,78.69006752597979,-68.19859051364818,-162.67828197408036,98.13010235415598,126.32682595212023,-14.036243467926479,-178.13232116056582,108.93900426024007,,-56.54252570043687,3.5592668212832135,134.79463966250512,163.45701659543747,163.45701659543747,-72.9398859576474,-69.90476880809518,-110.26569747094752,,-81.1041430303367,-50.49232455712744,,43.60281897270362,43.60281897270362,90.0,99.23829293129312,-50.984952315115414,-45.0
161.565051177078,-153.434948822922,-153.434948822922,-108.43494882292202,-157.40078962190591,105.48850144290968,132.7803444468021,-18.43494882292201,-170.63654875425516,115.58152925793891,,-49.64633549119589,8.8476784205246,139.55741901971402,168.79920221211557,168.79920221211557,-66.80140948635182,-65.27268561330986,-107.22343619113147,,-76.21840276434638,-50.41186915231703,,67.01128319791937,67.01128319791937,108.43494882292202,107.15675609072277,-39.06258390051848,63.43494882292201
-45.0,-45.0,-45.0,-85.91438322002513,-149.64525171209888,109.15561244543969,136.5207696611438,-8.530765609948133,-163.3007557660064,121.74858113506541,,-41.7018570063156,16.205998688994274,147.39085666068092,175.97173633351485,175.97173633351485,-60.25511870305778,-57.92213640108792,-97.25803010765125,,-69.06271472572536,-41.5526131481348,,64.6538240580533,64.6538240580533,-161.565051177078,111.50143432404792,-38.908486291145806,123.6900675259798
120.96375653207352,126.86989764584402,126.86989764584402,-90.0,-145.93594444662278,118.7059525434011,147.91781284393397,0.0,-157.58731053136572,128.35848086198845,,-37.48355828373051,21.501434324047903,150.91661851534016,-179.18542295024028,-179.18542295024028,-54.62299419154943,-51.96541849005511,-93.33385066153659,,-63.217095197824854,-30.80144597613683,,73.30075576600639,73.30075576600639,63.43494882292201,119.0888514228605,-27.377702771331727,111.80140948635183
135.0,-90.0,-90.0,-74.05460409907715,-136.33221985386965,122.79953127261923,151.326853510565,-6.84277341263094,-150.68999292908387,134.62305952040288,,-29.538782259558097,28.282183390801727,159.22774531795417,-171.4827698916931,-171.4827698916931,-48.01278750418334,-46.005086005254185,-85.74397327451634,,-56.188799928251804,-31.53479190518829,,78.69006752597979,78.69006752597979,-167.47119229084848,125.31121343963319,-23.737926598916715,153.434948822922
-90.0,116.56505117707799,116.56505117707799,-87.87890360333854,-130.30131948270056,131.9059419410829,159.94390526342457,14.470294100065887,-144.91074480015467,140.9061411137705,,-22.702842123212825,35.03619581009283,164.13734162931192,-166.15930450834438,-166.15930450834438,-39.735053245394184,-37.61395684873273,-80.3112134396332,,-50.19442890773481,-20.695450734063282,,100.30484646876603,100.30484646876603,51.34019174590991,131.7689900996318,-17.423410953553095,136.97493401088198
128.6598082540901,-116.56505117707799,-116.56505117707799,-66.03751102542182,-124.42647658143909,138.95755311412785,165.7499673021964,6.7098368077569335,-136.6135389328812,147.3624924157143,,-18.347206503283775,41.339601452124576,171.10957674263614,-159.001280965613,-159.001280965613,-37.30394827798342,-34.228545839801974,-72.61302782308447,,-42.96496554314011,-13.392497753751098,,56.309932474020215,56.309932474020215,-164.05460409907712,138.41998309486112,-11.719599094994168,161.565051177078
-90.0,180.0,180.0,-71.02959219151346,-117.06110613747323,143.22672246410818,170.21759296819272,28.393019421383,-132.5283352383666,152.67610869865345,,-9.809302247879007,47.33730585912382,179.38394009160078,-152.70819144438028,-152.70819144438028,-26.075355583948767,-23.886499921634744,-66.76649432948355,,-38.13357019750229,-7.907162702958458,,135.0,135.0,104.03624346792648,143.88065915052024,-4.739072318512985,160.3461759419467
153.434948822922,-90.0,-90.0,-53.67317404787977,-111.75150028337147,152.5766492928905,177.9545915111128,19.573125830410195,-125.67046035730192,160.97439396243132,,-4.899092453787765,54.67970352627785,-176.3407184813392,-147.3624924157143,-147.3624924157143,-23.129056834783405,-19.98310652189998,-59.46417079352587,,-30.42578380196126,5.35582504285519,,-95.71059313749964,-95.71059313749964,-153.434948822922,149.67639313745002,0.2864765102770745,169.9920201985587
45.0,180.0,180.0,-55.66978280449668,-104.30555184662195,157.3447672913202,-172.03038960567864,35.67640822186198,-118.1873737645758,166.44871527305364,,3.23970029610213,58.74491150656969,-167.5740571345725,-139.34086006469127,-139.34086006469127,-13.442867656830371,-12.964508660419247,-54.15025677801488,,-25.85554218880334,-5.710593137499643,,-56.309932474020215,-56.309932474020215,116.56505117707799,157.52056560289688,8.297144969836873,177.06432655357884
-170.53767779197437,180.0,180.0,-40.85537625889571,-98.47687822446103,163.2173558547293,-177.56335175318986,34.75591255354137,-112.27275352933374,173.0470425318261,,7.753161874558845,67.04882957492565,-165.20323775494268,-134.41735114081354,-134.41735114081354,-8.930590100418996,-5.834788996841338,-45.19422223746983,,-19.728883988274927,23.198590513648185,,-83.99099404250548,-83.99099404250548,135.0,162.13990592932095,14.50477327719653,-177.33699923393286
14.036243467926479,-123.6900675259798,-123.6900675259798,-47.0700306530411,-91.96526057192054,169.38034472384487,-148.2985703304943,48.447386851865204,-108.08875497246106,178.87669728592456,,15.68411402704078,72.11244642795575,-156.7589995906825,-126.76189441935844,-126.76189441935844,-1.606002989282249,0.4212849041685975,-41.49646835521554,,-12.93805631718645,18.43494882292201,,-51.34019174590991,-51.34019174590991,-74.05460409907715,171.1646267865505,21.037511025421818,-174.17365797044425
-144.46232220802563,0.0,0.0,-27.4075754378184,-85.51539399045538,175.85537625889572,-166.32869286780416,48.07745539942437,-97.85331330197822,-173.1231692625632,,21.75150028337146,79.43000877917292,-150.70099125499027,-121.8352824326846,-121.8352824326846,3.2704879231835653,7.01650174472291,-32.637507584285686,,-7.169362918616782,26.56505117707799,,-60.751173663453024,-60.751173663453024,150.2551187030578,175.50954807888368,27.89727103094763,-158.19859051364818
33.690067525979785,180.0,180.0,-37.72499504211075,-78.95905981967627,-177.5283352383666,-147.3807569288072,62.35402463626132,-94.8759862124622,-167.43976290315445,,27.174557753753188,85.28524548129506,-145.63476093874033,-114.46679088104595,-114.46679088104595,11.465768298761144,11.218842281268826,-27.693268608889955,,1.0741699983726205,52.1250163489018,,-41.82016988013577,-41.82016988013577,-90.0,-176.58341180822867,33.5304696671331,-162.52522574374433
-161.565051177078,-108.43494882292202,-108.43494882292202,-17.216073587790714,-73.30075576600639,-171.31364541876334,-149.03624346792648,60.72474572274742,-85.85537625889572,-161.47218937911256,,35.32029647372215,91.91828032514684,-137.29061004263855,-108.93900426024007,-108.93900426024007,16.645038214675942,20.06307266608825,-21.13639905203914,,4.504906863607022,63.43494882292201,,-45.0,-45.0,161.565051177078,-171.78721981071413,40.36453657309736,-146.07020257793937
-63.43494882292201,0.0,0.0,-18.676701732190114,-67.01898735001937,-165.21727395738432,-130.2363583092738,73.5706985484666,-81.83152137595451,-154.61209370890407,,40.33314162856101,97.92325928337867,-131.60286708066025,-101.52903572535428,-101.52903572535428,23.404689551032313,24.362453015312187,-15.68411402704078,,11.906052021945195,-153.434948822922,,-36.25383773744479,-36.25383773744479,0.0,-165.6186054089094,47.76385737091256,-148.09189306434686
-153.434948822922,-149.03624346792648,-149.03624346792648,-10.049348588124873,-59.850338298984234,-157.70284212321283,-144.78240703180728,72.43972794819932,-73.19672359796427,-149.3002774491856,,48.27598181323415,105.07913397496115,-125.44571032759825,-96.9919253466678,-96.9919253466678,30.479850981462974,32.550003492193404,-7.518426879442183,,17.053314768700947,-146.30993247402023,,-25.463345061871614,-25.463345061871614,-135.0,-157.358382668983,52.05425173336471,-138.81407483429035
180.0,0.0,0.0,-3.2519456003638787,-53.993792398755566,-153.434948822922,-119.74488129694222,82.95423087513251,-68.50635360298217,-141.7590811269705,,54.58783302481864,109.75402643843057,-118.37552185603504,-88.62296280622726,-88.62296280622726,37.41816588214822,37.28432643645153,-4.5846628757317225,,24.820541335489082,-123.6900675259798,,-26.029592191513455,-26.029592191513455,-123.6900675259798,-152.02841541861858,61.213381689985965,-130.91438322002512
-153.434948822922,-135.0,-135.0,2.573359463176823,-48.144957464698024,-144.33839497623597,-135.0,88.172031755695,-60.453487602939816,-135.66362800001326,,61.323046229056025,118.2807711907746,-111.95440185841738,-83.5673460758617,-83.5673460758617,42.8352108465465,46.613538932881184,4.619923481660399,,29.585394500749782,-121.60750224624891,,-12.308015817427925,-12.308015817427925,165.96375653207352,-144.80842100482707,65.51085928296315,-126.57303097851934
0.0,18.43494882292201,18.43494882292201,7.873938131725628,-40.98951532948325,-140.3797015991254,90.0,91.77146974003408,-56.15734753643597,-129.13845860180353,,68.0475475080596,123.10027886348053,-107.92791976200725,-76.09731288577944,-76.09731288577944,49.830419958289944,48.91824886406737,7.9304662996316,,38.709329226644996,-117.64597536373869,,-8.820379552021057,-8.820379552021057,0.0,-138.51194265169894,73.32615282973003,-117.40757543781842
-161.565051177078,-100.30484646876603,-100.30484646876603,14.89347295884161,-34.99202019855866,-131.4384669110369,104.03624346792648,101.20079778788444,-47.079131721904766,-121.97080519205626,,73.673146489435,130.50284838533224,-97.70748572296499,-70.92744561214464,-70.92744561214464,55.848499930749675,62.32792177724123,16.61664585847018,,43.885436727515284,-107.74467162505694,,-0.9391909457355799,-0.9391909457355799,-90.0,-130.51539399045535,77.88615705443566,-111.55707928503772
-135.0,54.46232220802562,54.46232220802562,20.361603275386155,-28.09072818945922,-128.11827636936306,101.30993247402021,107.60463333666401,-42.849973648961395,-117.12813653227333,,78.96579099674975,136.95992725912637,-95.50041147020191,-62.927919762007235,-62.927919762007235,61.73875855842765,60.10109816138544,22.23669668246429,,51.91122711902468,-104.82647997035568,,3.2704879231835653,3.2704879231835653,143.13010235415598,-127.37892869070295,86.00908690157023,-105.46121774044191
-90.0,-105.94539590092286,-105.94539590092286,27.758540601060023,-22.083097381553273,-120.35009589418704,90.0,113.85047390807692,-34.81484015409869,-108.53969418980124,,86.92853788292962,143.00472885729286,-85.0106374303578,-59.03624346792648,-59.03624346792648,69.70602627242316,73.23744553816725,28.42120922452686,,56.73308415641224,-95.04245106917092,,14.420773127510985,14.420773127510985,-63.43494882292201,-118.00917670801385,90.81457704975973,-98.9726266148964
180.0,26.56505117707799,26.56505117707799,35.65532809790031,-15.642246457208728,-115.39292255614293,106.69924423399362,120.56083926737153,-27.758540601060023,-104.27530652920937,,90.84667402386151,150.41460549925023,-82.76307797403199,-51.063625368511744,-51.063625368511744,74.30033145386545,76.67546873810922,33.60786416844728,,65.6781067722764,-90.0,,13.495733280795811,13.495733280795811,-161.565051177078,-114.5815744825687,97.55906698104123,-93.70842815713046
-78.69006752597979,-78.69006752597979,-78.69006752597979,38.099671830722706,-10.445622056525114,-108.33318022743467,99.46232220802563,125.95242800009929,-23.677579440692764,-95.84725544127322,,99.89060494175804,155.02208323664476,-73.85566121971651,-43.980609718544926,-43.980609718544926,82.23483398157467,82.8749836510982,41.32945136728386,,69.89130012486584,-80.13419305691563,,24.443954780416536,24.443954780416536,-26.56505117707799,-106.54298340456255,103.77159971708242,-86.14936117608924
90.0,0.0,0.0,47.6942842898561,-2.573359463176823,-101.371474641022,114.62356478616361,132.7352454517766,-14.55357279071255,-91.36392753160293,,103.20792846277911,162.0906857835356,-67.9321004375898,-39.45879522196015,-39.45879522196015,87.03395911001287,90.0,47.413336432849896,,77.09259132873416,-82.47617956136138,,27.82409638425326,27.82409638425326,-141.34019174590992,-101.77913219069383,110.21164850691221,-82.07926009835893
-95.71059313749964,-38.659808254090095,-38.659808254090095,54.73698827040275,2.9780206519497523,-95.55723220955083,112.98871680208065,139.49715161466776,-9.001755122561306,-83.26951606538435,,112.07528779957278,168.4325601384009,-61.43416320625343,-30.555964275507772,-30.555964275507772,93.89370755509715,95.87739260664314,54.78240703180729,,84.14398641457105,-65.72555886556054,,35.67640822186198,35.67640822186198,0.0,-94.8759862124622,116.07006755632068,-72.89727103094764
45.0,165.96375653207352,165.96375653207352,59.870957355858046,9.83785096603324,-88.45184230102204,123.23171106797936,144.56668598971444,-3.2704879231835653,-78.8304980769171,,117.34987578006988,174.04589256883497,-56.71247231108751,-26.8372381058151,-26.8372381058151,98.81522102322317,104.03624346792648,59.42077312751099,,89.42706130231652,-67.45693899994212,,41.069824454274524,41.069824454274524,-161.565051177078,-88.64253415546939,123.02386755579664,-68.96248897457819
-113.1985905136482,-8.130102354155978,-8.130102354155978,67.5205656028969,14.886266849017561,-83.99099404250548,128.6598082540901,152.336761672182,3.3500763975014807,-70.39591184917057,,123.6900675259798,-178.29527168099276,-45.84252426074042,-18.04116959683518,-18.04116959683518,107.66333514418601,109.72227776444706,68.96248897457819,,96.18525491558235,-54.2726017772003,,50.988148375775516,50.988148375775516,-51.34019174590991,-83.33677037787938,130.20320103316445,-60.25511870305778
36.86989764584402,135.0,135.0,71.43687291325445,23.198590513648185,-74.9315118405078,135.830315486258,157.47943439710312,9.001755122561306,-66.11350007836526,,130.76360520094119,-172.7402759537402,-46.94808500651495,-13.435523362319223,-13.435523362319223,112.86450812189966,116.56505117707799,72.99205304459268,,103.56105240071726,-50.648247373735266,,53.022403647327494,53.022403647327494,153.434948822922,-75.8973651602665,136.87174496528877,-55.69651073577812
-123.6900675259798,0.0,0.0,81.92976782208193,29.875992691689433,-69.57766697527657,142.02839623894963,164.74488129694222,15.13136991165132,-59.03624346792648,,136.09748605338055,-165.8768130790604,-29.29136217098426,-8.625183178170463,-8.625183178170463,120.18653588119534,120.76271953423893,80.53767779197439,,109.78814077670171,-45.52563460645762,,62.21607358779072,62.21607358779072,-63.43494882292201,-69.60188100537228,142.56839702158945,-47.12109639666146
-90.0,-33.690067525979785,-33.690067525979785,81.58765470957317,33.38147564720536,-62.35402463626132,153.8860873697093,172.03824910899192,21.438454652228977,-51.775656169399014,,143.8129016377444,-158.96248897457818,-36.384351815835885,2.927347991740872,2.927347991740872,125.53767779197437,128.45370921670596,87.36756513101352,,115.96195998269745,-35.706691400602885,,68.37680387209537,68.37680387209537,-120.96375653207352,-62.58348187776645,151.07995596239354,-42.92282523483719
